name,country,state,city,language,primary_stream_url,homepage,favicon,codec,bitrate,tags,stationuuid
BBC Radio 1 (Demo),UK,,London,en,https://stream.live.vc.bbcmedia.co.uk/bbc_radio_one,https://www.bbc.co.uk/sounds/play/live:bbc_radio_one,,,,"pop,charts,top 40",
